,Measured,ATS0p,ATS3p,AATS5p,AATS2i,AATS5i,AATS6i,ATSC0m,ATSC0p,AATSC3c,BCUTp-1h,SpMax1_Bhm,SpMax2_Bhm,SpMax3_Bhm,SpMax4_Bhm,SpMax6_Bhm,SpMax1_Bhe,SpMax1_Bhi,VCH-7,VP-1,VP-3,VP-4,VP-5,VP-6,CrippenLogP,SpDiam_Dt,minHBa,maxwHBa,meanI,hmin,LipoaffinityIndex,MAXDN,MAXDP,ETA_BetaP_ns_d,ETA_Eta,ETA_Eta_F,ETA_EtaP_F,BIC0,ZMIC1,MLFER_BO,piPC2,piPC6,XLogP
11,-2.68,18.390629048489995,25.164912387885984,0.7233343236619169,157.7802998378748,171.66969189452027,184.917652024249,403.553363333333,3.3547476161633347,0.00012302157551435672,6.553256873207462,3.4243829857965724,2.9231301133971943,2.1518807551304624,1.4088580891356732,0.0839230705186914,3.573816306721343,3.633931817485127,0.0,2.0236033621142737,0.4927992798267444,0.2041241452319315,0.0,0.0,1.89869,13.524283729399963,0.0,3.5504166666666666,2.0,0.225625,3.7407316666666666,0.3472222222222222,0.5504166666666667,0.0,3.03087,1.06185,0.21237,0.2350451878756692,12.798754581749108,0.1,1.6094379124341005,0.0,2.819
12,-2.64,43.397788667886026,102.39697760988588,1.1105633100062016,154.20973908069166,165.53113406404032,168.22601478377578,1061.8663968000003,6.702695017005861,-0.0035157856132096,11.750691865803898,3.899379938418785,3.5918292133102074,3.083929923995578,3.0196428188537143,2.619181913839717,3.940251661426392,3.961202005825036,0.0607532468457052,5.33669884595319,3.0700477997819493,2.119740124797372,1.2200054687307198,0.5516056705994722,0.5378999999999996,136.8601954025891,2.68187074829932,1.8665634448223731,2.515625,0.2605640589569159,3.80651962797619,2.319930555555556,4.986207482993199,0.0,11.39198,13.13673,0.82105,0.3022880663176314,34.875292530400074,1.451,3.624340932976365,4.842709617586033,3.028
13,-7.96,52.38298714547005,111.25343817154366,0.94151899447224,156.1746141192033,166.14488389813894,166.32653723196844,1155.6300859090916,9.606777264467716,-8.47393485428521e-07,7.584266683210703,3.5393923633785715,3.4397789792879165,3.27962267702398,3.0675977875800005,2.538210349833629,3.690359788391614,3.7496114922516894,0.0,6.914213562373096,2.9571067811865475,1.9142135623730956,1.2285533905932735,0.7803300858899107,5.707400000000006,107.57890115145126,0.0,0.0,1.5714285714285714,0.2,10.375455310090793,0.1279585798816568,0.2854468990921081,0.0,17.08479,0.0,0.0,0.1663010051275171,50.54214994210776,0.064,2.5649493574615367,2.19722457733622,8.306
14,-1.41,16.231390333943,18.070595729093995,0.0,162.75883530648804,0.0,0.0,1135.845990909091,3.449434359615638,-0.0013364796353647,7.0895612184695365,3.770558478221875,2.6091890528063666,2.3335527931030446,0.958993404822438,0.0839230705186914,3.4808384637325376,3.53721453777895,0.0,1.8093542090872288,0.0,0.0,0.0,0.0,1.6336,6.64575131106459,1.203360768175583,0.0,1.669753086419753,-0.0130315500685871,2.727934842249657,0.3364197530864198,0.2393689986282579,0.0,3.06658,0.16546,0.04137,0.3734790447710628,15.50409492803254,0.084,1.3862943611198906,0.0,1.695
15,-0.47,19.92305885818799,36.61778344873503,0.4837544318741669,160.00617050863525,183.62618409526377,184.91765202424892,557.791235111111,3.576219349173775,0.0011690720928764,7.248503547880257,3.4717236888116627,2.834632539031172,2.52946039979242,1.8237871202188864,0.9216321120341504,3.617665031176005,3.672344468433408,0.0,2.417181397320737,1.0085970557673118,0.1290994448735805,0.0,0.0,1.0248,15.97847270660452,8.33476851851852,0.0,2.388888888888889,0.24,2.658430925925926,1.1701388888888888,2.3347685185185187,0.0,4.94416,0.78641,0.13107,0.2776710195747633,15.257548577386933,0.395,1.791759469228055,0.0,1.148
16,-1.0,22.955364524244988,32.75948333939601,0.884452453283,142.59150800415796,180.316406467333,197.6411304063,393.0821870769231,2.95673011492,0.0003970016925080723,7.710439410500648,3.7950258263450674,3.1254674440783545,2.619181913839712,2.3382251481147,0.7871449476798487,3.846710094062213,3.8729383133899455,0.0160375074774896,2.384290400272938,0.90288851322222,0.5126884518026668,0.2910387935766244,0.0569202147049768,1.62449,44.10503795080262,0.0,2.026944444444444,2.520833333333333,0.3958333333333333,3.128342314814815,0.9513888888888888,2.2875925925925924,0.0,2.3795,5.64339,0.70542,0.3107340779725862,23.96522220877565,0.249,3.0204248861443626,3.840795496139778,2.777
17,-4.42,77.78540790667786,186.57141584509424,1.2970943917029534,151.46011393686612,156.93097982330178,155.994640908386,1825.8537866274507,12.071299671954153,0.0007967617365840481,11.082402076081364,4.010180904394431,3.8686247478556046,3.5692410207140446,3.3673139477466947,2.973136236050397,4.038345878996678,4.039229217352856,0.2779811168114068,9.589667347839416,5.868992035867297,4.340795781794267,3.249469252971066,2.1663140044202933,5.632650000000004,571.2730154290595,5.358966639146528,3.993360226169431,2.247126436781609,-0.3378799760644999,6.614205855618167,1.7885510099101372,6.517073019022424,0.03448,27.27411,28.30271,0.97596,0.2349894927409438,52.44152468249253,1.668,4.356708826689592,6.480619549963578,2.076
18,-3.64,68.74018300182895,116.76877760928186,1.5547601377662326,161.52365767347095,156.24417698097398,157.46101547563762,2584.377075511731,17.712415829468792,-0.0040341111246582,9.678415442035469,4.701272916529468,3.80541915500001,3.2563642203967067,3.112825406907421,2.841967003194608,3.875854948769991,3.9101866410058954,0.0286596465729618,8.897176454989257,4.559747055693299,3.3841277132028527,1.542649341828518,0.9867972970552268,4.340800000000003,153.54796880516642,5.821934733770052,1.8667206790123456,2.0758609486679664,-0.2038220164609052,6.28294652319364,3.8637753002435535,2.5716460905349794,0.02632,18.59047,13.11826,0.69043,0.3245027383638666,37.16033980727911,2.519,3.701301974112493,5.060218794285084,4.296
19,-2.94,41.99181371637604,87.53712421395986,0.9140622646208538,156.7148018343961,167.13586563476358,167.51870859952533,1042.4970528888882,7.622844933014218,-0.000342782746921716,7.514373639662477,3.535638173726845,3.4054064569416864,3.1737316397046857,2.857847474802491,2.169120669418541,3.6819983710926647,3.738601517083484,0.0,5.450904230587199,2.2254521152935984,1.3968555866334134,0.8627260576467994,0.5216510980200697,3.507900000000004,76.40574701202543,8.993123752600214,0.0,1.9444444444444449,0.2082644628099173,6.711708872918657,1.4299612885277568,2.993123752600214,0.0,13.4262,0.982,0.08183,0.2059225004091899,37.57789796163672,0.395,2.4849066497880004,1.9459101490553128,4.724999999999999
20,-7.43,59.451864524245,111.53105691969796,2.5180807839661457,139.44803376275,150.04078411801206,154.23324023717106,3176.5203590909086,6.056197396007501,-0.0005252764421684092,12.45581975128848,4.237742356049893,4.005575359356921,3.67100885997282,3.5787229756904937,3.0690586207587374,4.034720094316096,4.036734072689568,0.147867608523012,6.483451021804749,3.911522212993679,2.700905775538467,1.8336788037536005,0.911187233585199,6.06079,161.59042061314474,0.9812921670725904,2.4555722824109067,1.6702977487291215,0.1170440882114162,7.397493299282789,0.3643868452730887,0.4555722824109066,0.14706,11.69279,15.33051,0.90179,0.296678592184153,76.64336371180666,0.0189999999999999,3.951243718581428,6.037050177477259,5.239999999999998
21,-4.11,66.77402738243298,95.84512808328194,1.715894308727333,156.83876785093497,151.73343838621534,157.21373723962597,3322.302359722087,21.240586189454277,-0.0017013233580084,12.120910100639737,4.826049004310763,3.8183270543043135,3.114595724294786,3.11282540690742,2.5155379538044733,3.653278857911281,3.6312308759223,0.0,9.678527284143914,8.145296659257196,7.65718625377326,4.776201207776944,3.568294327708224,3.3983000000000003,64.3790535228225,-0.5084156378600824,0.0,1.6849477682811018,-0.208700344335265,5.296252058400522,2.6469607338820307,2.535704837490552,0.0,15.1558,2.59512,0.19962,0.3485810861998615,33.433380205271575,2.124,2.8903717578961645,2.302585092994046,3.809
22,-4.593999999999999,47.96514028728203,120.19818782177175,1.0765306397841872,154.46599224562067,167.6494558550349,161.63237545089825,1229.5930706857143,7.751688434622686,-0.002592694068321,10.094640534549622,4.104871570961757,3.593797965319679,3.3472378104978158,3.138725459999382,2.730914514677151,4.129071744581777,4.162624579654535,0.1668879888664933,6.637264137825256,4.111252664532139,3.2154885307823458,2.1327285765935047,1.098125408910341,1.759270000000001,196.22899753541597,1.4893981481481482,0.8815365173847318,2.264705882352941,0.1084027777777777,4.317938831727135,1.85875,5.323865268329554,0.05882,14.25602,10.97115,0.64536,0.277434596169789,37.50619562832948,1.031,3.8394523125933104,5.746602471839129,2.049
23,-2.35,36.16537576303701,59.30537264279205,1.1990756127452735,156.68900506905217,157.79891718826804,166.53273372734847,928.6186329615384,5.855586047980034,-0.0028138698750456,8.533712839474028,3.819651874156552,3.4031352560369683,3.1470390996031496,2.6894957508969632,2.1473647264644558,3.867794513615461,3.8907706555551926,0.0252291191795517,4.225397411291142,1.4856891138505004,1.00442409317952,0.5914418482064384,0.2501484185404741,2.544490000000001,87.16155495524792,2.679609552154195,1.828148148148148,2.423076923076923,0.1200584608843536,4.296453733544343,1.7322593589905095,3.681432271982867,0.07692,7.46193,9.38783,0.72214,0.3048024204179829,26.665529749280687,0.7609999999999999,3.349904087274605,4.523146350509501,2.021
24,-1.81,27.27931047758398,50.51161212777208,0.8325270361276919,158.2122970002545,169.72741801161234,171.34713824714282,719.4334713333333,4.928582617861332,0.0002687269152036566,7.0720830460154405,3.47923153986251,3.209375270957275,2.8007997014155084,2.3170789951236124,1.4596933057197026,3.635178241071227,3.694974615398932,0.0,3.523334547203385,1.2616672736016927,0.7153567894682632,0.3808336368008463,0.1809016994374947,1.949100000000001,34.97342453153384,8.365586734693878,0.0,2.125,0.215625,4.0521172675736965,1.135204081632653,2.3655867346938777,0.0,7.14985,0.80783,0.10098,0.2430571289767542,24.512731335023204,0.375,1.9459101490553128,1.0986122886681098,2.558
25,-1.39,29.20561123879199,57.52397416484903,1.094749705636364,171.27466770653228,164.429957074341,181.99509006625777,768.9762289523809,3.953009934871236,8.07261203619224e-06,8.927561431920287,4.181693893645288,3.502727390340757,3.2476988208090694,2.6673870853140014,2.167725088995652,4.194918669003855,4.237073607160454,0.0897188474883817,3.717583494555648,2.0293961455215177,1.2689232855292991,0.6627189610737588,0.3391703791626275,-0.86572,104.6860523636357,1.042175925925926,1.3943518518518518,2.7820512820512824,0.2886805555555556,1.9623010185185183,2.0374074074074078,4.440787037037037,0.07692,5.56232,12.82042,0.98619,0.3782404318903036,26.288859150252986,1.142,3.876395827784995,6.104269937037696,-0.4350000000000001
26,-5.47,44.80143076303701,99.88738560818788,1.058277864980426,168.55593110698402,175.82934376113664,183.6719791804068,1524.6931748570605,7.117232677280404,-0.0013733563414019,10.735258180291538,4.0478307382638015,3.6496920231604455,3.5475263357711597,3.38957319246981,2.902564077577705,4.055336340129269,4.077906282436004,0.0436439105365509,6.13075834429521,3.057610540615222,2.0693803895038387,1.2377020019099785,0.6774679003219226,5.645790000000003,163.56319553476945,1.215060468631897,0.2321296296296295,3.662878787878788,0.1469189342403628,4.532845992772109,6.290285100151173,4.893317743764173,0.04545,17.30845,26.37852,1.19902,0.3847301805625336,47.66839516372407,0.724,4.034240638152395,6.043968046402075,3.957
27,-1.661,39.35241847758404,93.1930153209799,0.9379569754679996,157.6989966311911,170.8907746435169,169.6268103393029,1165.9802059354845,6.372396777669671,-0.0069381417408877,10.992566566546952,3.8322041127075774,3.354827433676655,3.1634182449743955,3.019642818853712,2.603377167640412,3.872558660676012,3.897324856542716,0.0412337255275731,5.233692779255437,2.8840749148158054,1.783376225320505,1.069075860000973,0.5648878399788295,0.9389999999999998,102.37646557466286,2.15062074829932,0.0,2.816666666666666,0.3046558090828924,2.865297710222978,2.383728269085412,4.681207482993198,0.0,13.6173,9.50054,0.63337,0.3145361305654619,36.346924282619405,0.8940000000000003,3.332204510175204,3.912023005428146,1.5709999999999995
28,-3.17,34.389540287282,63.40257953007408,0.905832367784742,159.39561303635077,167.6865887187885,168.35823635057736,965.1465850344832,6.112430335451797,0.00021756052462614453,7.348132895368875,3.5598840222303667,3.378478240239396,3.0515647004868565,2.7069193271240497,2.0448529486263958,3.673352438301448,3.7190825234099902,0.0,4.377156752707547,1.712125131752582,0.974953030506646,0.5643958992096243,0.3106998199566861,2.5199000000000016,61.48046949915748,4.517807067271353,0.0,2.287878787878788,0.2316840277777778,4.702881276297555,1.748612528344671,3.622271904132024,0.0,9.71491,3.22685,0.29335,0.2505189583559407,27.505424717074437,0.4060000000000001,2.5649493574615367,1.9459101490553128,3.339
29,-3.75,34.11358066788599,65.85463272788603,0.8982015579261791,151.65641759423318,166.91160815692177,166.82608389999953,706.2183858333335,5.870808328285838,7.62205120502531e-05,8.395955731204545,3.819612023432101,3.220958076965449,2.868110111108334,2.619181913839713,1.6929544266426562,3.8811682524070568,3.9073782199413953,0.0392837100659193,3.942687548605561,1.8394679478451748,1.010667982027534,0.6217850238834701,0.3813168502864596,2.811400000000001,55.88860613380927,0.0,2.207175925925926,1.8333333333333333,0.1427777777777777,6.197492739984884,0.3571485260770976,0.2071759259259259,0.0,6.58952,4.84266,0.48427,0.206076117722094,28.080689196503005,0.112,3.1135153092103742,4.176308500073531,5.846000000000001
30,-6.9,61.611103238792005,109.18877277939588,2.0219366099879186,140.5554614635072,151.64148609348243,154.15586527582084,3164.811270461538,7.713791288394463,-0.0002130718934230757,12.43788089727284,4.136021357637119,3.9330366124438094,3.906650655303375,3.350021272796923,2.9514611606027823,3.9474724303158415,3.958610137605053,0.0907718566126489,6.660521248147201,3.3366929503080884,2.306407212065844,1.573839734344646,0.807513831519956,6.005190000000001,151.8254301563887,0.9635664633937708,2.309341301335349,1.7434842249657063,0.1014424288233812,7.417257709322869,0.3821125489519082,0.3093413013353489,0.05556,12.70224,15.37122,0.85396,0.2790303030936203,66.55165308269432,0.16,3.912023005428146,5.62672142851974,6.515000000000001
31,-4.755,74.13027900182888,128.1741578141879,1.6192963133808975,156.63486059013442,155.8501225092929,152.74803132533452,3563.8501042767416,22.84879927898431,-0.002060042414856,12.278099986837754,4.826173917738972,3.894145665870077,3.218687604811338,3.112825406907421,2.59627140594444,3.666547522141416,3.662092482719886,0.0,10.217767534868722,8.612292415127971,8.20345839510597,5.302917202699102,5.701285417744955,4.176900000000001,83.96248450166587,-0.6009387860082307,0.0,1.7102880658436217,-0.2495166708658773,6.6366745304495245,2.730753600823046,2.6038737717309157,0.0,20.29815,2.68416,0.17894,0.3148252292617519,38.64957370452255,2.1710000000000003,3.1354942159291497,2.8903717578961645,4.501
32,-1.64,15.971825809698004,5.81443496,0.0,158.5601639074915,0.0,0.0,1237.8027293333337,2.370879806465334,-0.0062547355244241,7.830886644619876,4.03187436559048,2.951461160602782,2.300680924693106,0.1155139628922028,1.4126850220543128,3.398079025808097,3.407520557757755,0.0,1.4874468096209554,0.0,0.0,0.0,0.0,1.86139,6.64575131106459,1.0816186556927296,3.700960219478738,1.839506172839506,0.0745027434842249,1.630389574759945,0.2640603566529492,0.700960219478738,0.0,1.89085,1.34119,0.3353,0.6131471927654584,24.18947501009619,0.088,1.791759469228055,0.0,1.933
33,-4.805,56.72902247758402,103.22214234539588,1.1887287592719105,154.72746265525237,164.66778119542482,160.003013552424,1367.36552,8.530167115232842,-0.0041197149173464,8.90159060779474,3.845564979658701,3.7961181485595903,3.42789717100055,3.3046464892840706,2.772571796543141,3.8899370005593497,3.912508265316206,0.0668957858462184,6.571603426715359,2.740852625972288,1.7794476180068686,1.0595225303193427,0.5017573712759056,4.704000000000002,252.10708363244817,2.4895257219432003,1.9290355763164204,2.5454545454545454,0.0711933106575962,6.168255437234307,2.277020318930041,4.837465356512976,0.06818,13.30514,22.28513,1.01296,0.2909933766901547,47.069032855898925,0.577,3.9889840465642745,5.337538079701318,4.496
34,-0.85,19.033833048489992,28.46301416958398,0.6946637633861336,158.45842033085353,174.3695525901928,185.05096436019952,523.7576237500001,3.391946473183749,-0.00014900715238200845,6.459008839485138,3.460099744389598,3.060566894381798,2.414806426301797,1.720022973185668,0.4954883471410862,3.5975360151147364,3.6493489375103714,0.0,2.3510573320459263,0.6755286660229632,0.2874574785652649,0.0833333333333333,0.0,1.3755,19.57341311905074,9.56375,0.9618055555555556,2.583333333333333,0.2447222222222222,2.563341944444444,1.0381944444444444,2.56375,0.0,3.74169,1.57126,0.26188,0.2995481027607745,15.452254680198292,0.415,1.791759469228055,0.0,1.725
35,-5.22,44.379954858188015,99.21228244424488,1.1543805946919146,143.15654791953952,159.4527762872023,158.44569299858549,782.2726735384612,6.503049225178153,2.3959381279694105e-05,10.239957931541513,4.066099831412076,3.5824555198325454,2.9758701712437663,2.9482725504827965,2.188796321789205,4.09940688713558,4.113678149912195,0.2481419520505753,5.028473986232466,3.085006396347561,2.316926815410277,1.6270592641408248,0.9513770833530232,3.146620000000002,161.04435179802857,0.0,2.2309259259259258,1.8452380952380956,0.1597222222222222,7.5022692592592595,0.3906944444444445,0.2309259259259259,0.0,8.31505,10.22934,0.73067,0.1949148840354008,39.31701827814367,0.184,3.8501476017100575,6.118303674520969,7.352000000000002
36,-3.504,39.56754195333901,68.452855878792,1.4265431817291772,145.42707650702056,155.4789031143292,152.50208186555298,745.301474625,5.783798206391958,-0.00021860986508094097,8.92821030816543,3.8352756445650793,3.685571875441712,2.9232825013399646,2.619181913839717,2.5040020518163777,3.890778568553217,3.9237961471272,0.0320750149549792,4.321367205045918,1.836253271292092,1.209639038438681,0.7846864251656744,0.2863722521321807,4.030290000000002,115.98835249108971,3.303888888888889,2.048611111111111,1.9871794871794877,0.3125,6.514708888888888,0.5475,0.8038888888888889,0.03846,5.48831,10.23058,0.78697,0.2436133632051348,41.95178683778053,1.036,3.555348061489413,4.721841492791785,4.910000000000001
37,-3.927,55.60975319213103,97.69402436158389,1.2633106147103497,157.5878065762863,158.4659720988702,162.17375054151535,1847.6230622222208,11.202929671950752,0.001117805522936,9.371341226788571,3.903037469832687,3.77081938007361,3.3431453292488773,3.1160995061763934,2.6191819138397125,3.8324568185344265,3.852509342091301,0.0130945700219731,6.7040388558117625,3.246192997437312,1.98072380193798,1.2329396368134111,0.6542004395947091,3.761190000000002,162.52626735615507,-1.2155051708612117,1.9804627605939835,2.1459694989106755,-0.0173245123666752,5.959211269038759,1.86365331900936,4.38632085321885,0.02941,13.57355,10.13002,0.59588,0.2886430964632031,35.87013526018377,1.227,3.449987545831587,3.862044635621905,3.3720000000000003
38,-4.81,54.81399357273503,62.16915113607408,1.2257248171467237,155.4338188391691,165.96182273995953,166.50631346666466,14907.144107060873,23.01990291225564,-1.4583325706909856e-06,10.497335800071962,10.694417042811745,3.4508806392521256,3.1088287805094077,2.6179081682878778,1.6166761880596117,3.631971837885769,3.692814250524604,0.0,4.999949695188137,1.9999748475940688,1.2374190816396613,0.7499874237970344,0.4419328455231937,3.391800000000001,34.97342453153384,0.0,0.0,1.503111111111111,-0.0159626329050138,6.551641994013606,0.2583965772234819,0.2711346371882086,0.0,9.48163,-1.52395,-0.19049,0.2514171214595499,33.17511575739412,0.064,1.9459101490553128,1.0986122886681098,4.57
39,-4.15,84.63027333577185,161.98562555541346,1.5239646947007008,158.0373814860272,158.15627814265738,159.04173550990595,3477.408378157529,22.92654618618795,-0.0001416457335742235,12.22441150159626,4.822905811733642,3.7168934633628177,3.396815123434193,3.2694831950339003,2.951059715062415,3.800015143799117,3.848330426910355,0.0968245836551854,12.08067924438116,8.615967281607139,6.295789862843106,5.053603633498781,2.710889932402027,3.8689000000000022,188.09496646820045,-1.1945966658268243,0.4255347169732095,1.94077013521458,-0.3418477051314355,7.076211644311727,3.186721908156267,5.527918293860754,0.0,26.34891,8.71652,0.41507,0.2894668947874863,42.56691174867299,2.963,3.49650756146648,3.610917912644224,3.927
